,OIL NAME,OIL TYPE,MEASUREMENT NUMBER,FREQUENCY (MHZ),S21 (db),PHASE (DEG)
0,SUNFLOWER,VEGETAL,1,118.888889,-55.34724,-158.4606
1,SUNFLOWER,VEGETAL,1,118.886889,-55.35978999999999,-156.9714
2,SUNFLOWER,VEGETAL,1,118.866887,-55.41881,-141.0488
3,SUNFLOWER,VEGETAL,2,118.880888,-55.46637,-152.479
4,SUNFLOWER,VEGETAL,2,118.878888,-55.51007,-150.874
5,SUNFLOWER,VEGETAL,2,118.884888,-55.51517,-156.62560000000002
6,SUNFLOWER,VEGETAL,3,118.886889,-55.36774,-156.1901
7,SUNFLOWER,VEGETAL,3,118.862886,-55.52504,-137.03540000000004
8,SUNFLOWER,VEGETAL,3,118.872887,-55.65652999999999,-147.8581
