,OIL NAME,OIL TYPE,MEASUREMENT NUMBER,FREQUENCY (MHZ),S21 (db),PHASE (DEG)
0,CORN,VEGETAL,1,118.878888,-54.97587,-144.2011
1,CORN,VEGETAL,1,118.876888,-55.1267,-145.14450000000002
2,CORN,VEGETAL,1,118.882888,-55.17960000000001,-149.8984
3,CORN,VEGETAL,2,118.908891,-55.10523,-162.50140000000002
4,CORN,VEGETAL,2,118.874887,-55.11529,-140.9733
5,CORN,VEGETAL,2,118.884888,-55.14943000000001,-146.0928
6,CORN,VEGETAL,3,118.854885,-55.21401,-124.04070000000002
7,CORN,VEGETAL,3,118.89889,-55.24078,-158.8879
8,CORN,VEGETAL,3,118.906891,-55.25331,-161.5976
