,OIL NAME,OIL TYPE,MEASUREMENT NUMBER,FREQUENCY (MHZ),S21 (db),PHASE (DEG)
0,5W30,SYNTHETIC,1,118.872887,-57.27288,-162.46640000000002
1,5W30,SYNTHETIC,1,118.888889,-57.45019,-173.8333
2,5W30,SYNTHETIC,1,118.890889,-57.45746,-173.8878
3,5W30,SYNTHETIC,2,118.888889,-56.54844,-175.7385
4,5W30,SYNTHETIC,2,118.892889,-56.77471,-176.52490000000003
5,5W30,SYNTHETIC,2,118.890889,-56.84834000000001,-174.9888
6,5W30,SYNTHETIC,3,118.874887,-56.77548,-163.4336
7,5W30,SYNTHETIC,3,118.886889,-56.79126,-172.60350000000003
8,5W30,SYNTHETIC,3,118.858886,-56.88812,-151.9654
