,OIL NAME,OIL TYPE,MEASUREMENT NUMBER,FREQUENCY (MHZ),S21 (db),PHASE (DEG)
0,5W40,SYNTHETIC,1,118.876888,-57.34062,179.45190000000002
1,5W40,SYNTHETIC,1,118.89889,-57.44957,161.2556
2,5W40,SYNTHETIC,1,118.888889,-57.47217,167.0403
3,5W40,SYNTHETIC,2,118.876888,-57.19274,176.9566
4,5W40,SYNTHETIC,2,118.878888,-57.423429999999996,174.61330000000004
5,5W40,SYNTHETIC,2,118.868887,-57.49381,-176.6842
6,5W40,SYNTHETIC,3,118.946895,-57.34935999999999,140.2582
7,5W40,SYNTHETIC,3,118.870887,-57.569829999999996,-170.95070000000004
8,5W40,SYNTHETIC,3,118.880888,-57.61698,-174.3236
